Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3)
26/05/2017;09:00;0,31;0,19;"Muy buena / ";0,2;0,04;6;37;Muy buena / Oso ona;46;28,18;28;Muy buena / Oso ona;12;Muy buena / Oso ona;7,34
26/05/2017;08:00;0,62;0,24;"Muy buena / ";0,2;0,04;18;63;Muy buena / Oso ona;91;7,16;25;Muy buena / Oso ona;16;Muy buena / Oso ona;5,6
26/05/2017;07:00;0,55;0,26;"Muy buena / ";0,19;0,04;12;53;Muy buena / Oso ona;72;3,55;22;Muy buena / Oso ona;19;Muy buena / Oso ona;3,21
26/05/2017;06:00;0,5;0,24;"Muy buena / ";0,18;0,04;5;48;Muy buena / Oso ona;55;3,09;21;Muy buena / Oso ona;14;Muy buena / Oso ona;3,35
26/05/2017;05:00;0,62;0,22;"Muy buena / ";0,17;0,04;2;46;Muy buena / Oso ona;49;1,77;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4,1
26/05/2017;04:00;0,18;0,14;"Muy buena / ";0,17;0,04;1;18;Muy buena / Oso ona;19;0,83;16;Muy buena / Oso ona;11;Muy buena / Oso ona;1,58
26/05/2017;03:00;0,33;0,13;"Muy buena / ";0,2;0,04;0;14;Muy buena / Oso ona;14;0,85;18;Muy buena / Oso ona;9;Muy buena / Oso ona;2,17
26/05/2017;02:00;0,11;0,19;"Muy buena / ";0,22;0,04;0;13;Muy buena / Oso ona;13;0,26;15;Muy buena / Oso ona;3;Muy buena / Oso ona;0,73
26/05/2017;01:00;0,08;0,16;"Muy buena / ";0,22;0,04;0;9;Muy buena / Oso ona;9;0,21;13;Muy buena / Oso ona;6;Muy buena / Oso ona;0,53
25/05/2017;24:00;0,03;0,17;"Muy buena / ";0,22;0,04;0;9;Muy buena / Oso ona;9;0,49;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0,43
25/05/2017;23:00;0,08;0,16;"Muy buena / ";0,21;0,04;0;10;Muy buena / Oso ona;10;1,49;22;Muy buena / Oso ona;14;Muy buena / Oso ona;0,36
25/05/2017;22:00;;0,18;"Muy buena / ";0,21;;0;8;Muy buena / Oso ona;8;;31;Muy buena / Oso ona;18;Muy buena / Oso ona;
25/05/2017;21:00;;0,26;"Muy buena / ";0,22;;2;27;Muy buena / Oso ona;29;;32;Muy buena / Oso ona;13;Muy buena / Oso ona;
25/05/2017;20:00;0,33;0,32;"Muy buena / ";0,2;0,04;2;41;Muy buena / Oso ona;43;1;29;Muy buena / Oso ona;11;Muy buena / Oso ona;2,16
25/05/2017;19:00;0,18;0,26;"Muy buena / ";0,18;0,04;1;31;Muy buena / Oso ona;33;0,59;17;Muy buena / Oso ona;7;Muy buena / Oso ona;1,35
25/05/2017;18:00;0,16;0,2;"Muy buena / ";0,17;0,04;8;37;Muy buena / Oso ona;48;0,46;17;Muy buena / Oso ona;5;Muy buena / Oso ona;1,47
25/05/2017;17:00;0,03;0,17;"Muy buena / ";0,17;0,04;6;25;Muy buena / Oso ona;34;0,39;16;Muy buena / Oso ona;3;Muy buena / Oso ona;1,14
25/05/2017;16:00;0,03;0,17;"Muy buena / ";0,17;0,04;3;18;Muy buena / Oso ona;22;0,41;15;Muy buena / Oso ona;2;Muy buena / Oso ona;1,03
25/05/2017;15:00;0,06;0,17;"Muy buena / ";0,21;0,04;2;21;Muy buena / Oso ona;24;0,35;18;Muy buena / Oso ona;3;Muy buena / Oso ona;0,78
25/05/2017;14:00;0,03;0,15;"Muy buena / ";0,26;0,04;1;9;Muy buena / Oso ona;10;0,32;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,28
25/05/2017;13:00;0,03;0,15;"Muy buena / ";0,26;0,04;1;7;Muy buena / Oso ona;9;0,65;15;Muy buena / Oso ona;0;Muy buena / Oso ona;0,62
25/05/2017;12:00;0,07;0,17;"Muy buena / ";0,29;0,04;3;17;Muy buena / Oso ona;22;0,99;16;Muy buena / Oso ona;1;Muy buena / Oso ona;0,77
25/05/2017;11:00;0,1;0,17;"Muy buena / ";0,3;0,04;4;16;Muy buena / Oso ona;22;2,41;22;Muy buena / Oso ona;3;Muy buena / Oso ona;1,63
25/05/2017;10:00;0,19;0,18;"Muy buena / ";0,34;0,04;5;23;Muy buena / Oso ona;30;8,26;26;Muy buena / Oso ona;7;Muy buena / Oso ona;3,11
25/05/2017;09:00;0,8;0,2;"Muy buena / ";0,37;0,04;11;43;Muy buena / Oso ona;60;14,22;34;Muy buena / Oso ona;15;Muy buena / Oso ona;5,62
25/05/2017;08:00;1,26;0,46;"Muy buena / ";0,38;0,04;55;77;Muy buena / Oso ona;160;13,46;34;Muy buena / Oso ona;16;Muy buena / Oso ona;6,55
25/05/2017;07:00;1,08;0,47;"Muy buena / ";0,35;0,04;65;65;Muy buena / Oso ona;165;4,25;30;Muy buena / Oso ona;17;Muy buena / Oso ona;6,07
25/05/2017;06:00;0,84;0,4;"Muy buena / ";0,32;0,04;71;54;Muy buena / Oso ona;163;4,64;41;Buena / Ona;17;Muy buena / Oso ona;5,67
25/05/2017;05:00;0,76;0,36;"Muy buena / ";0,32;0,04;28;53;Muy buena / Oso ona;95;2,76;75;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;5,92
25/05/2017;04:00;1,4;0,29;"Muy buena / ";0,31;0,04;7;43;Muy buena / Oso ona;54;2,19;86;Mejorable / Hobetzeko modukoa;42;Mejorable / Hobetzeko modukoa;10,99
25/05/2017;03:00;1,49;0,45;"Muy buena / ";0,31;0,04;2;37;Muy buena / Oso ona;40;2,12;53;Buena / Ona;29;Buena / Ona;8,18
25/05/2017;02:00;0,85;0,61;"Muy buena / ";0,29;0,04;3;41;Muy buena / Oso ona;45;2,22;43;Buena / Ona;23;Muy buena / Oso ona;6,73
25/05/2017;01:00;0,38;0,24;"Muy buena / ";0,28;0,04;1;32;Muy buena / Oso ona;33;4,62;33;Muy buena / Oso ona;16;Muy buena / Oso ona;3,01
24/05/2017;24:00;0,49;0,27;"Muy buena / ";0,27;0,04;1;29;Muy buena / Oso ona;30;1,89;32;Muy buena / Oso ona;18;Muy buena / Oso ona;2,54
24/05/2017;23:00;0,51;0,3;"Muy buena / ";0,26;0,04;1;36;Muy buena / Oso ona;37;0,97;34;Muy buena / Oso ona;17;Muy buena / Oso ona;2,24
24/05/2017;22:00;;0,34;"Muy buena / ";0,24;;1;31;Muy buena / Oso ona;32;;35;Muy buena / Oso ona;17;Muy buena / Oso ona;
24/05/2017;21:00;;0,32;"Muy buena / ";0,22;;2;45;Muy buena / Oso ona;47;;32;Muy buena / Oso ona;15;Muy buena / Oso ona;
24/05/2017;20:00;0,32;0,3;"Muy buena / ";0,21;0,04;3;37;Muy buena / Oso ona;42;0,74;33;Muy buena / Oso ona;11;Muy buena / Oso ona;1,8
24/05/2017;19:00;0,21;0,29;"Muy buena / ";0,2;0,04;3;34;Muy buena / Oso ona;37;0,48;27;Muy buena / Oso ona;8;Muy buena / Oso ona;1,32
24/05/2017;18:00;0,1;0,25;"Muy buena / ";0,2;0,04;5;31;Muy buena / Oso ona;38;0,42;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,13
24/05/2017;17:00;0,04;0,15;"Muy buena / ";0,2;0,04;4;25;Muy buena / Oso ona;31;0,39;17;Muy buena / Oso ona;3;Muy buena / Oso ona;0,97
24/05/2017;16:00;0,01;0,16;"Muy buena / ";0,21;0,04;3;16;Muy buena / Oso ona;21;0,33;15;Muy buena / Oso ona;2;Muy buena / Oso ona;0,97
24/05/2017;15:00;0,02;0,14;"Muy buena / ";0,23;0,04;3;12;Muy buena / Oso ona;16;0,27;14;Muy buena / Oso ona;4;Muy buena / Oso ona;0,79
24/05/2017;14:00;0,15;0,19;"Muy buena / ";0,24;0,04;4;15;Muy buena / Oso ona;21;0,42;15;Muy buena / Oso ona;8;Muy buena / Oso ona;1,01
24/05/2017;13:00;0,25;0,2;"Muy buena / ";0,24;0,04;6;18;Muy buena / Oso ona;27;1,06;20;Muy buena / Oso ona;7;Muy buena / Oso ona;2,47
24/05/2017;12:00;0,3;0,26;"Muy buena / ";0,24;0,04;12;39;Muy buena / Oso ona;57;1,54;25;Muy buena / Oso ona;9;Muy buena / Oso ona;3,31
24/05/2017;11:00;0,51;0,28;"Muy buena / ";0,22;0,04;20;50;Muy buena / Oso ona;80;2,39;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5,44
24/05/2017;10:00;;;"Sin datos / ";0,19;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
24/05/2017;09:00;0,52;0,27;"Muy buena / ";0,18;0,04;34;42;Muy buena / Oso ona;94;2,84;15;Muy buena / Oso ona;9;Muy buena / Oso ona;2,94
24/05/2017;08:00;0,37;0,3;"Muy buena / ";0,18;0,04;24;41;Muy buena / Oso ona;77;1,01;18;Muy buena / Oso ona;9;Muy buena / Oso ona;1,57
24/05/2017;07:00;0,34;0,24;"Muy buena / ";0,16;0,04;13;40;Muy buena / Oso ona;59;0,67;21;Muy buena / Oso ona;8;Muy buena / Oso ona;1,43
24/05/2017;06:00;0,34;0,2;"Muy buena / ";0,15;0,04;5;31;Muy buena / Oso ona;38;0,51;22;Muy buena / Oso ona;12;Muy buena / Oso ona;1,43
24/05/2017;05:00;0,15;0,19;"Muy buena / ";0,15;0,04;3;26;Muy buena / Oso ona;30;0,38;21;Muy buena / Oso ona;13;Muy buena / Oso ona;0,9
24/05/2017;04:00;0,07;0,16;"Muy buena / ";0,15;0,04;1;16;Muy buena / Oso ona;17;0,27;18;Muy buena / Oso ona;8;Muy buena / Oso ona;0,59
24/05/2017;03:00;0,13;0,14;"Muy buena / ";0,16;0,04;0;14;Muy buena / Oso ona;14;0,2;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,7
24/05/2017;02:00;0,04;0,14;"Muy buena / ";0,17;0,04;1;11;Muy buena / Oso ona;12;;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,44
24/05/2017;01:00;0,02;0,13;"Muy buena / ";0,18;0,04;0;8;Muy buena / Oso ona;8;0,46;24;Muy buena / Oso ona;9;Muy buena / Oso ona;0,39
23/05/2017;24:00;0,13;0,14;"Muy buena / ";0,19;0,04;0;10;Muy buena / Oso ona;10;1,75;21;Muy buena / Oso ona;10;Muy buena / Oso ona;0,73
23/05/2017;23:00;0,17;0,16;"Muy buena / ";0,19;0,04;1;14;Muy buena / Oso ona;16;0,19;18;Muy buena / Oso ona;9;Muy buena / Oso ona;0,95
23/05/2017;22:00;;0,16;"Muy buena / ";0,19;;1;16;Muy buena / Oso ona;17;;18;Muy buena / Oso ona;8;Muy buena / Oso ona;
23/05/2017;21:00;;0,2;"Muy buena / ";0,19;;2;27;Muy buena / Oso ona;29;;18;Muy buena / Oso ona;8;Muy buena / Oso ona;
23/05/2017;20:00;0,01;0,19;"Muy buena / ";0,19;0,04;3;22;Muy buena / Oso ona;26;0,16;22;Muy buena / Oso ona;3;Muy buena / Oso ona;0,59
23/05/2017;19:00;0,06;0,2;"Muy buena / ";0,18;0,04;1;15;Muy buena / Oso ona;18;0,08;23;Muy buena / Oso ona;2;Muy buena / Oso ona;0,75
23/05/2017;18:00;0,07;0,21;"Muy buena / ";0,18;0,04;3;18;Muy buena / Oso ona;23;0,15;20;Muy buena / Oso ona;7;Muy buena / Oso ona;0,78
23/05/2017;17:00;0,14;0,2;"Muy buena / ";0,17;0,04;4;21;Muy buena / Oso ona;27;;21;Muy buena / Oso ona;6;Muy buena / Oso ona;0,77
23/05/2017;16:00;0,1;0,2;"Muy buena / ";0,17;0,04;4;17;Muy buena / Oso ona;23;0,2;19;Muy buena / Oso ona;7;Muy buena / Oso ona;0,74
23/05/2017;15:00;0,07;0,18;"Muy buena / ";0,17;0,04;5;16;Muy buena / Oso ona;23;0,22;16;Muy buena / Oso ona;5;Muy buena / Oso ona;0,85
23/05/2017;14:00;0,05;0,17;"Muy buena / ";0,17;0,04;4;15;Muy buena / Oso ona;21;0,16;16;Muy buena / Oso ona;7;Muy buena / Oso ona;0,71
23/05/2017;13:00;0,05;0,16;"Muy buena / ";0,17;0,04;5;18;Muy buena / Oso ona;26;0,2;23;Muy buena / Oso ona;12;Muy buena / Oso ona;0,7
23/05/2017;12:00;0,05;0,17;"Muy buena / ";0,17;0,04;5;18;Muy buena / Oso ona;26;0,2;23;Muy buena / Oso ona;12;Muy buena / Oso ona;0,58
23/05/2017;11:00;0,12;0,17;"Muy buena / ";0,17;0,04;6;17;Muy buena / Oso ona;25;0,15;27;Muy buena / Oso ona;14;Muy buena / Oso ona;0,77
23/05/2017;10:00;0,11;0,17;"Muy buena / ";0,16;0,04;7;18;Muy buena / Oso ona;28;0,22;22;Muy buena / Oso ona;12;Muy buena / Oso ona;0,68
23/05/2017;09:00;0,06;0,18;"Muy buena / ";0,16;0,04;7;18;Muy buena / Oso ona;29;0,08;23;Muy buena / Oso ona;11;Muy buena / Oso ona;0,52
23/05/2017;08:00;0,1;0,17;"Muy buena / ";0,15;0,04;5;21;Muy buena / Oso ona;29;0,09;24;Muy buena / Oso ona;13;Muy buena / Oso ona;0,47
23/05/2017;07:00;0,1;0,16;"Muy buena / ";0,14;0,04;2;20;Muy buena / Oso ona;24;0,09;24;Muy buena / Oso ona;15;Muy buena / Oso ona;0,52
23/05/2017;06:00;0,07;0,19;"Muy buena / ";0,13;0,04;4;38;Muy buena / Oso ona;45;;28;Muy buena / Oso ona;14;Muy buena / Oso ona;0,48
23/05/2017;05:00;0,06;0,16;"Muy buena / ";0,13;0,04;1;17;Muy buena / Oso ona;19;0,09;27;Muy buena / Oso ona;10;Muy buena / Oso ona;0,46
23/05/2017;04:00;0,02;0,15;"Muy buena / ";0,12;0,04;0;10;Muy buena / Oso ona;11;;27;Muy buena / Oso ona;13;Muy buena / Oso ona;0,47
23/05/2017;03:00;0,02;0,14;"Muy buena / ";0,13;0,04;1;9;Muy buena / Oso ona;10;;31;Muy buena / Oso ona;11;Muy buena / Oso ona;0,44
23/05/2017;02:00;0,04;0,11;"Muy buena / ";0,13;0,04;0;7;Muy buena / Oso ona;8;;33;Muy buena / Oso ona;16;Muy buena / Oso ona;0,41
23/05/2017;01:00;0,02;0,11;"Muy buena / ";0,14;0,04;0;7;Muy buena / Oso ona;7;;32;Muy buena / Oso ona;15;Muy buena / Oso ona;0,26
22/05/2017;24:00;0,03;0,12;"Muy buena / ";0,16;0,04;0;8;Muy buena / Oso ona;8;;28;Muy buena / Oso ona;14;Muy buena / Oso ona;0,35
22/05/2017;23:00;0,14;0,12;"Muy buena / ";0,17;0,04;0;10;Muy buena / Oso ona;10;0,06;28;Muy buena / Oso ona;16;Muy buena / Oso ona;0,52
22/05/2017;22:00;;0,11;"Muy buena / ";0,18;;0;11;Muy buena / Oso ona;11;;35;Muy buena / Oso ona;22;Muy buena / Oso ona;
22/05/2017;21:00;;0,15;"Muy buena / ";0,2;;2;21;Muy buena / Oso ona;25;;37;Muy buena / Oso ona;34;Buena / Ona;
22/05/2017;20:00;0,16;0,18;"Muy buena / ";0,21;0,05;1;25;Muy buena / Oso ona;26;;34;Muy buena / Oso ona;14;Muy buena / Oso ona;0,64
22/05/2017;19:00;0,03;0,18;"Muy buena / ";0,22;0,04;2;19;Muy buena / Oso ona;23;0,13;31;Muy buena / Oso ona;10;Muy buena / Oso ona;0,64
22/05/2017;18:00;0,07;0,19;"Muy buena / ";0,22;0,04;3;18;Muy buena / Oso ona;23;0,21;28;Muy buena / Oso ona;10;Muy buena / Oso ona;0,91
22/05/2017;17:00;0,1;0,21;"Muy buena / ";0,22;0,08;4;19;Muy buena / Oso ona;25;0,3;25;Muy buena / Oso ona;8;Muy buena / Oso ona;0,93
22/05/2017;16:00;0,06;0,2;"Muy buena / ";0,22;0,06;4;16;Muy buena / Oso ona;22;0,29;26;Muy buena / Oso ona;11;Muy buena / Oso ona;0,7
22/05/2017;15:00;0,07;0,19;"Muy buena / ";0,23;0,15;2;12;Muy buena / Oso ona;16;0,44;27;Muy buena / Oso ona;10;Muy buena / Oso ona;0,89
22/05/2017;14:00;0,13;0,24;"Muy buena / ";0,25;0,3;4;17;Muy buena / Oso ona;23;1,17;28;Muy buena / Oso ona;7;Muy buena / Oso ona;1,44
22/05/2017;13:00;0,59;0,24;"Muy buena / ";0,25;1,03;4;17;Muy buena / Oso ona;23;3,84;22;Muy buena / Oso ona;10;Muy buena / Oso ona;7,2
22/05/2017;12:00;0,09;0,27;"Muy buena / ";0,25;0,24;5;20;Muy buena / Oso ona;28;0,54;19;Muy buena / Oso ona;9;Muy buena / Oso ona;0,75
22/05/2017;11:00;0,03;0,19;"Muy buena / ";0,24;0,81;4;14;Muy buena / Oso ona;21;2,22;20;Muy buena / Oso ona;7;Muy buena / Oso ona;1,61
22/05/2017;10:00;0,1;0,2;"Muy buena / ";0,24;0,57;3;18;Muy buena / Oso ona;22;1,31;16;Muy buena / Oso ona;10;Muy buena / Oso ona;1,75
22/05/2017;09:00;0,3;0,21;"Muy buena / ";0,23;0,62;7;24;Muy buena / Oso ona;35;1,9;21;Muy buena / Oso ona;11;Muy buena / Oso ona;1,84
22/05/2017;08:00;0,68;0,27;"Muy buena / ";0,22;1,3;19;43;Muy buena / Oso ona;72;4,52;20;Muy buena / Oso ona;9;Muy buena / Oso ona;4,35
22/05/2017;07:00;0,47;0,37;"Muy buena / ";0,22;0,46;39;63;Muy buena / Oso ona;122;1,38;19;Muy buena / Oso ona;10;Muy buena / Oso ona;2,01
22/05/2017;06:00;0,21;0,25;"Muy buena / ";0,18;0,39;5;40;Muy buena / Oso ona;47;1,02;23;Muy buena / Oso ona;14;Muy buena / Oso ona;1,46
22/05/2017;05:00;0,29;0,23;"Muy buena / ";0,17;0,44;1;40;Muy buena / Oso ona;41;1,73;21;Muy buena / Oso ona;15;Muy buena / Oso ona;2,07
22/05/2017;04:00;0,2;0,23;"Muy buena / ";0,16;0,75;3;40;Muy buena / Oso ona;44;2,8;15;Muy buena / Oso ona;10;Muy buena / Oso ona;1,78
22/05/2017;03:00;0,04;0,18;"Muy buena / ";0,15;0,52;1;21;Muy buena / Oso ona;22;1,59;18;Muy buena / Oso ona;9;Muy buena / Oso ona;1,19
22/05/2017;02:00;0,19;0,14;"Muy buena / ";0,15;0,79;1;23;Muy buena / Oso ona;24;3,06;20;Muy buena / Oso ona;10;Muy buena / Oso ona;1,64
22/05/2017;01:00;0,16;0,15;"Muy buena / ";0,15;0,54;1;27;Muy buena / Oso ona;27;1,76;22;Muy buena / Oso ona;14;Muy buena / Oso ona;1,33
21/05/2017;24:00;0,05;0,12;"Muy buena / ";0,15;0,08;0;12;Muy buena / Oso ona;12;0,14;15;Muy buena / Oso ona;8;Muy buena / Oso ona;0,64
21/05/2017;23:00;0,2;0,12;"Muy buena / ";0,15;0,1;0;11;Muy buena / Oso ona;11;0,38;16;Muy buena / Oso ona;8;Muy buena / Oso ona;1
21/05/2017;22:00;;0,15;"Muy buena / ";0,16;;0;15;Muy buena / Oso ona;16;;16;Muy buena / Oso ona;9;Muy buena / Oso ona;
21/05/2017;21:00;;0,17;"Muy buena / ";0,16;;4;28;Muy buena / Oso ona;33;;20;Muy buena / Oso ona;10;Muy buena / Oso ona;
21/05/2017;20:00;0,11;0,18;"Muy buena / ";0,16;0,27;2;35;Muy buena / Oso ona;38;0,46;16;Muy buena / Oso ona;9;Muy buena / Oso ona;1,26
21/05/2017;19:00;0,1;0,18;"Muy buena / ";0,16;0,12;2;26;Muy buena / Oso ona;28;0,28;16;Muy buena / Oso ona;5;Muy buena / Oso ona;1,05
21/05/2017;18:00;0,06;0,15;"Muy buena / ";0,15;0,04;2;22;Muy buena / Oso ona;24;0,16;14;Muy buena / Oso ona;7;Muy buena / Oso ona;0,62
21/05/2017;17:00;0,09;0,15;"Muy buena / ";0,15;0,04;1;11;Muy buena / Oso ona;13;0,2;14;Muy buena / Oso ona;3;Muy buena / Oso ona;0,52
21/05/2017;16:00;0,03;0,15;"Muy buena / ";0,15;0,04;1;11;Muy buena / Oso ona;13;0,18;14;Muy buena / Oso ona;3;Muy buena / Oso ona;0,6
21/05/2017;15:00;0,03;0,15;"Muy buena / ";0,15;0,04;1;8;Muy buena / Oso ona;10;0,12;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,44
21/05/2017;14:00;0,07;0,18;"Muy buena / ";0,15;0,08;1;7;Muy buena / Oso ona;9;0,18;8;Muy buena / Oso ona;1;Muy buena / Oso ona;0,58
21/05/2017;13:00;0,03;0,18;"Muy buena / ";0,16;0,04;2;10;Muy buena / Oso ona;12;0,12;7;Muy buena / Oso ona;0;Muy buena / Oso ona;0,47
21/05/2017;12:00;0,03;0,16;"Muy buena / ";0,16;0,1;1;8;Muy buena / Oso ona;11;0,28;5;Muy buena / Oso ona;0;Muy buena / Oso ona;0,38
21/05/2017;11:00;0,03;0,15;"Muy buena / ";0,17;0,41;2;10;Muy buena / Oso ona;13;0,93;6;Muy buena / Oso ona;0;Muy buena / Oso ona;0,53
21/05/2017;10:00;0,03;0,15;"Muy buena / ";0,17;1,08;3;14;Muy buena / Oso ona;19;4,16;3;Muy buena / Oso ona;0;Muy buena / Oso ona;0,75
21/05/2017;09:00;0,03;0,16;"Muy buena / ";0,17;0,94;5;15;Muy buena / Oso ona;22;3,54;2;Muy buena / Oso ona;2;Muy buena / Oso ona;0,97
21/05/2017;08:00;0,07;0,15;"Muy buena / ";0,17;1,33;5;16;Muy buena / Oso ona;24;5,54;4;Muy buena / Oso ona;5;Muy buena / Oso ona;1,58
21/05/2017;07:00;0,27;0,14;"Muy buena / ";0,18;0,78;8;19;Muy buena / Oso ona;31;2,66;11;Muy buena / Oso ona;10;Muy buena / Oso ona;2,65
21/05/2017;06:00;0,59;0,2;"Muy buena / ";0,18;0,47;14;25;Muy buena / Oso ona;46;0,96;22;Muy buena / Oso ona;14;Muy buena / Oso ona;3,53
21/05/2017;05:00;0,29;0,22;"Muy buena / ";0,18;0,24;11;30;Muy buena / Oso ona;46;0,54;17;Muy buena / Oso ona;13;Muy buena / Oso ona;2,08
21/05/2017;04:00;0,17;0,16;"Muy buena / ";0,17;0,11;3;32;Muy buena / Oso ona;36;0,34;8;Muy buena / Oso ona;15;Muy buena / Oso ona;1,22
21/05/2017;03:00;0,28;0,17;"Muy buena / ";0,18;0,11;1;29;Muy buena / Oso ona;30;0,39;17;Muy buena / Oso ona;13;Muy buena / Oso ona;1,23
21/05/2017;02:00;0,2;0,18;"Muy buena / ";0,18;0,13;1;24;Muy buena / Oso ona;25;0,46;16;Muy buena / Oso ona;5;Muy buena / Oso ona;1,25
21/05/2017;01:00;0,25;0,17;"Muy buena / ";0,19;0,14;1;26;Muy buena / Oso ona;27;0,56;28;Muy buena / Oso ona;8;Muy buena / Oso ona;1,16
20/05/2017;24:00;0,25;0,18;"Muy buena / ";0,19;0,1;1;25;Muy buena / Oso ona;26;0,3;24;Muy buena / Oso ona;9;Muy buena / Oso ona;0,96
20/05/2017;23:00;0,22;0,17;"Muy buena / ";0,18;0,04;0;18;Muy buena / Oso ona;18;0,22;21;Muy buena / Oso ona;7;Muy buena / Oso ona;0,69
20/05/2017;22:00;;0,18;"Muy buena / ";0,18;;0;18;Muy buena / Oso ona;19;;14;Muy buena / Oso ona;11;Muy buena / Oso ona;
20/05/2017;21:00;;0,19;"Muy buena / ";0,18;;2;24;Muy buena / Oso ona;27;;14;Muy buena / Oso ona;9;Muy buena / Oso ona;
20/05/2017;20:00;0,04;0,19;"Muy buena / ";0,18;0,04;2;19;Muy buena / Oso ona;22;0,15;15;Muy buena / Oso ona;8;Muy buena / Oso ona;0,6
20/05/2017;19:00;0,07;0,2;"Muy buena / ";0,17;0,04;8;26;Muy buena / Oso ona;37;0,11;17;Muy buena / Oso ona;8;Muy buena / Oso ona;0,66
20/05/2017;18:00;0,04;0,2;"Muy buena / ";0,16;0,04;10;28;Muy buena / Oso ona;44;0,1;9;Muy buena / Oso ona;6;Muy buena / Oso ona;0,47
20/05/2017;17:00;0,07;0,19;"Muy buena / ";0,16;0,08;4;15;Muy buena / Oso ona;22;;8;Muy buena / Oso ona;5;Muy buena / Oso ona;0,54
20/05/2017;16:00;0,03;0,16;"Muy buena / ";0,16;0,04;9;17;Muy buena / Oso ona;30;;10;Muy buena / Oso ona;7;Muy buena / Oso ona;0,31
20/05/2017;15:00;0,03;0,16;"Muy buena / ";0,16;0,04;7;15;Muy buena / Oso ona;25;;6;Muy buena / Oso ona;1;Muy buena / Oso ona;0,34
20/05/2017;14:00;0,05;0,16;"Muy buena / ";0,18;0,04;5;12;Muy buena / Oso ona;19;0,15;7;Muy buena / Oso ona;0;Muy buena / Oso ona;0,34
20/05/2017;13:00;0,06;0,15;"Muy buena / ";0,19;0,04;7;15;Muy buena / Oso ona;25;0,12;8;Muy buena / Oso ona;0;Muy buena / Oso ona;0,32
20/05/2017;12:00;0,06;0,14;"Muy buena / ";0,2;0,15;4;11;Muy buena / Oso ona;18;0,3;6;Muy buena / Oso ona;0;Muy buena / Oso ona;0,6
20/05/2017;11:00;0,05;0,15;"Muy buena / ";0,2;0,19;7;14;Muy buena / Oso ona;24;0,42;13;Muy buena / Oso ona;2;Muy buena / Oso ona;0,64
20/05/2017;10:00;0,27;0,16;"Muy buena / ";0,19;0,47;5;13;Muy buena / Oso ona;21;1,32;11;Muy buena / Oso ona;1;Muy buena / Oso ona;1,64
20/05/2017;09:00;0,24;0,2;"Muy buena / ";0,2;1,11;15;29;Muy buena / Oso ona;52;5,06;14;Muy buena / Oso ona;5;Muy buena / Oso ona;1,38
20/05/2017;08:00;0,21;0,19;"Muy buena / ";0,2;4,6;14;31;Muy buena / Oso ona;52;20,52;5;Muy buena / Oso ona;5;Muy buena / Oso ona;1,85
20/05/2017;07:00;0,38;0,25;"Muy buena / ";0,19;0,93;17;30;Muy buena / Oso ona;55;3,15;8;Muy buena / Oso ona;1;Muy buena / Oso ona;2,51
20/05/2017;06:00;0,33;0,29;"Muy buena / ";0,18;0,11;17;29;Muy buena / Oso ona;55;0,55;20;Muy buena / Oso ona;11;Muy buena / Oso ona;2,15
20/05/2017;05:00;0,3;0,19;"Muy buena / ";0,17;0,4;14;33;Muy buena / Oso ona;55;0,68;15;Muy buena / Oso ona;9;Muy buena / Oso ona;2,13
20/05/2017;04:00;0,08;0,14;"Muy buena / ";0,17;0,14;1;25;Muy buena / Oso ona;26;0,44;10;Muy buena / Oso ona;16;Muy buena / Oso ona;1,24
20/05/2017;03:00;0,17;0,13;"Muy buena / ";0,18;0,41;1;28;Muy buena / Oso ona;29;0,93;20;Muy buena / Oso ona;12;Muy buena / Oso ona;2,48
20/05/2017;02:00;0,28;0,19;"Muy buena / ";0,18;0,31;3;40;Muy buena / Oso ona;44;0,51;17;Muy buena / Oso ona;7;Muy buena / Oso ona;2,17
20/05/2017;01:00;0,33;0,19;"Muy buena / ";0,18;0,21;3;36;Muy buena / Oso ona;39;0,49;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2,09
19/05/2017;24:00;0,36;0,17;"Muy buena / ";0,18;0,3;1;30;Muy buena / Oso ona;31;0,35;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1,07
19/05/2017;23:00;0,42;0,17;"Muy buena / ";0,18;0,26;0;23;Muy buena / Oso ona;23;0,35;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1,21
19/05/2017;22:00;;0,2;"Muy buena / ";0,18;;1;28;Muy buena / Oso ona;28;;17;Muy buena / Oso ona;7;Muy buena / Oso ona;
